 i,t_i,x_milstein(t_i)                                                          
                      
   1,      0.0000,      0.1000
   2,      0.0039,      0.0996
   3,      0.0078,      0.0997
   4,      0.0117,      0.1003
   5,      0.0156,      0.1004
   6,      0.0195,      0.1012
   7,      0.0234,      0.1015
   8,      0.0273,      0.1019
   9,      0.0312,      0.1017
  10,      0.0352,      0.1013
  11,      0.0391,      0.1033
  12,      0.0430,      0.1038
  13,      0.0469,      0.1051
  14,      0.0508,      0.1058
  15,      0.0547,      0.1059
  16,      0.0586,      0.1071
  17,      0.0625,      0.1078
  18,      0.0664,      0.1076
  19,      0.0703,      0.1090
  20,      0.0742,      0.1103
  21,      0.0781,      0.1102
  22,      0.0820,      0.1098
  23,      0.0859,      0.1102
  24,      0.0898,      0.1092
  25,      0.0938,      0.1084
  26,      0.0977,      0.1091
  27,      0.1016,      0.1095
  28,      0.1055,      0.1099
  29,      0.1094,      0.1100
  30,      0.1133,      0.1110
  31,      0.1172,      0.1105
  32,      0.1211,      0.1109
  33,      0.1250,      0.1116
  34,      0.1289,      0.1115
  35,      0.1328,      0.1120
  36,      0.1367,      0.1129
  37,      0.1406,      0.1142
  38,      0.1445,      0.1129
  39,      0.1484,      0.1124
  40,      0.1523,      0.1143
  41,      0.1562,      0.1155
  42,      0.1602,      0.1166
  43,      0.1641,      0.1163
  44,      0.1680,      0.1180
  45,      0.1719,      0.1180
  46,      0.1758,      0.1176
  47,      0.1797,      0.1184
  48,      0.1836,      0.1183
  49,      0.1875,      0.1179
  50,      0.1914,      0.1180
  51,      0.1953,      0.1176
  52,      0.1992,      0.1184
  53,      0.2031,      0.1192
  54,      0.2070,      0.1198
  55,      0.2109,      0.1205
  56,      0.2148,      0.1201
  57,      0.2188,      0.1216
  58,      0.2227,      0.1229
  59,      0.2266,      0.1224
  60,      0.2305,      0.1228
  61,      0.2344,      0.1231
  62,      0.2383,      0.1235
  63,      0.2422,      0.1252
  64,      0.2461,      0.1245
  65,      0.2500,      0.1244
  66,      0.2539,      0.1254
  67,      0.2578,      0.1256
  68,      0.2617,      0.1242
  69,      0.2656,      0.1248
  70,      0.2695,      0.1248
  71,      0.2734,      0.1260
  72,      0.2773,      0.1276
  73,      0.2812,      0.1288
  74,      0.2852,      0.1289
  75,      0.2891,      0.1310
  76,      0.2930,      0.1331
  77,      0.2969,      0.1332
  78,      0.3008,      0.1333
  79,      0.3047,      0.1328
  80,      0.3086,      0.1328
  81,      0.3125,      0.1336
  82,      0.3164,      0.1327
  83,      0.3203,      0.1328
  84,      0.3242,      0.1313
  85,      0.3281,      0.1311
  86,      0.3320,      0.1309
  87,      0.3359,      0.1328
  88,      0.3398,      0.1325
  89,      0.3438,      0.1324
  90,      0.3477,      0.1337
  91,      0.3516,      0.1354
  92,      0.3555,      0.1353
  93,      0.3594,      0.1354
  94,      0.3633,      0.1356
  95,      0.3672,      0.1357
  96,      0.3711,      0.1345
  97,      0.3750,      0.1358
  98,      0.3789,      0.1367
  99,      0.3828,      0.1366
 100,      0.3867,      0.1380
 101,      0.3906,      0.1367
 102,      0.3945,      0.1381
 103,      0.3984,      0.1395
 104,      0.4023,      0.1398
 105,      0.4062,      0.1408
 106,      0.4102,      0.1404
 107,      0.4141,      0.1413
 108,      0.4180,      0.1422
 109,      0.4219,      0.1418
 110,      0.4258,      0.1427
 111,      0.4297,      0.1427
 112,      0.4336,      0.1439
 113,      0.4375,      0.1436
 114,      0.4414,      0.1450
 115,      0.4453,      0.1448
 116,      0.4492,      0.1463
 117,      0.4531,      0.1463
 118,      0.4570,      0.1469
 119,      0.4609,      0.1479
 120,      0.4648,      0.1491
 121,      0.4688,      0.1489
 122,      0.4727,      0.1499
 123,      0.4766,      0.1508
 124,      0.4805,      0.1514
 125,      0.4844,      0.1518
 126,      0.4883,      0.1511
 127,      0.4922,      0.1512
 128,      0.4961,      0.1500
 129,      0.5000,      0.1496
 130,      0.5039,      0.1497
 131,      0.5078,      0.1495
 132,      0.5117,      0.1503
 133,      0.5156,      0.1516
 134,      0.5195,      0.1515
 135,      0.5234,      0.1509
 136,      0.5273,      0.1511
 137,      0.5312,      0.1522
 138,      0.5352,      0.1533
 139,      0.5391,      0.1551
 140,      0.5430,      0.1560
 141,      0.5469,      0.1568
 142,      0.5508,      0.1577
 143,      0.5547,      0.1569
 144,      0.5586,      0.1585
 145,      0.5625,      0.1608
 146,      0.5664,      0.1623
 147,      0.5703,      0.1627
 148,      0.5742,      0.1639
 149,      0.5781,      0.1638
 150,      0.5820,      0.1650
 151,      0.5859,      0.1649
 152,      0.5898,      0.1649
 153,      0.5938,      0.1648
 154,      0.5977,      0.1640
 155,      0.6016,      0.1657
 156,      0.6055,      0.1679
 157,      0.6094,      0.1676
 158,      0.6133,      0.1688
 159,      0.6172,      0.1696
 160,      0.6211,      0.1706
 161,      0.6250,      0.1698
 162,      0.6289,      0.1699
 163,      0.6328,      0.1707
 164,      0.6367,      0.1712
 165,      0.6406,      0.1721
 166,      0.6445,      0.1737
 167,      0.6484,      0.1737
 168,      0.6523,      0.1738
 169,      0.6562,      0.1747
 170,      0.6602,      0.1744
 171,      0.6641,      0.1751
 172,      0.6680,      0.1770
 173,      0.6719,      0.1780
 174,      0.6758,      0.1806
 175,      0.6797,      0.1810
 176,      0.6836,      0.1802
 177,      0.6875,      0.1783
 178,      0.6914,      0.1797
 179,      0.6953,      0.1801
 180,      0.6992,      0.1797
 181,      0.7031,      0.1800
 182,      0.7070,      0.1813
 183,      0.7109,      0.1812
 184,      0.7148,      0.1828
 185,      0.7188,      0.1844
 186,      0.7227,      0.1834
 187,      0.7266,      0.1829
 188,      0.7305,      0.1832
 189,      0.7344,      0.1850
 190,      0.7383,      0.1851
 191,      0.7422,      0.1861
 192,      0.7461,      0.1867
 193,      0.7500,      0.1870
 194,      0.7539,      0.1882
 195,      0.7578,      0.1897
 196,      0.7617,      0.1890
 197,      0.7656,      0.1884
 198,      0.7695,      0.1914
 199,      0.7734,      0.1916
 200,      0.7773,      0.1925
 201,      0.7812,      0.1937
 202,      0.7852,      0.1930
 203,      0.7891,      0.1941
 204,      0.7930,      0.1937
 205,      0.7969,      0.1960
 206,      0.8008,      0.1976
 207,      0.8047,      0.1962
 208,      0.8086,      0.1940
 209,      0.8125,      0.1955
 210,      0.8164,      0.1966
 211,      0.8203,      0.1986
 212,      0.8242,      0.2009
 213,      0.8281,      0.2049
 214,      0.8320,      0.2055
 215,      0.8359,      0.2066
 216,      0.8398,      0.2061
 217,      0.8438,      0.2070
 218,      0.8477,      0.2100
 219,      0.8516,      0.2114
 220,      0.8555,      0.2101
 221,      0.8594,      0.2118
 222,      0.8633,      0.2128
 223,      0.8672,      0.2171
 224,      0.8711,      0.2181
 225,      0.8750,      0.2175
 226,      0.8789,      0.2185
 227,      0.8828,      0.2183
 228,      0.8867,      0.2193
 229,      0.8906,      0.2209
 230,      0.8945,      0.2194
 231,      0.8984,      0.2217
 232,      0.9023,      0.2239
 233,      0.9062,      0.2238
 234,      0.9102,      0.2252
 235,      0.9141,      0.2285
 236,      0.9180,      0.2298
 237,      0.9219,      0.2337
 238,      0.9258,      0.2350
 239,      0.9297,      0.2347
 240,      0.9336,      0.2336
 241,      0.9375,      0.2338
 242,      0.9414,      0.2340
 243,      0.9453,      0.2333
 244,      0.9492,      0.2324
 245,      0.9531,      0.2304
 246,      0.9570,      0.2333
 247,      0.9609,      0.2345
 248,      0.9648,      0.2359
 249,      0.9688,      0.2342
 250,      0.9727,      0.2335
 251,      0.9766,      0.2356
 252,      0.9805,      0.2375
 253,      0.9844,      0.2375
 254,      0.9883,      0.2363
 255,      0.9922,      0.2354
 256,      0.9961,      0.2372
 257,      1.0000,      0.2372
 258,      1.0039,      0.2386
 259,      1.0078,      0.2400
 260,      1.0117,      0.2402
 261,      1.0156,      0.2404
 262,      1.0195,      0.2430
 263,      1.0234,      0.2447
 264,      1.0273,      0.2460
 265,      1.0312,      0.2475
 266,      1.0352,      0.2479
 267,      1.0391,      0.2473
 268,      1.0430,      0.2487
 269,      1.0469,      0.2483
 270,      1.0508,      0.2494
 271,      1.0547,      0.2492
 272,      1.0586,      0.2491
 273,      1.0625,      0.2467
 274,      1.0664,      0.2463
 275,      1.0703,      0.2476
 276,      1.0742,      0.2478
 277,      1.0781,      0.2483
 278,      1.0820,      0.2471
 279,      1.0859,      0.2450
 280,      1.0898,      0.2435
 281,      1.0938,      0.2462
 282,      1.0977,      0.2504
 283,      1.1016,      0.2520
 284,      1.1055,      0.2510
 285,      1.1094,      0.2534
 286,      1.1133,      0.2554
 287,      1.1172,      0.2563
 288,      1.1211,      0.2566
 289,      1.1250,      0.2572
 290,      1.1289,      0.2575
 291,      1.1328,      0.2557
 292,      1.1367,      0.2555
 293,      1.1406,      0.2544
 294,      1.1445,      0.2550
 295,      1.1484,      0.2534
 296,      1.1523,      0.2564
 297,      1.1562,      0.2576
 298,      1.1602,      0.2579
 299,      1.1641,      0.2570
 300,      1.1680,      0.2586
 301,      1.1719,      0.2628
 302,      1.1758,      0.2637
 303,      1.1797,      0.2647
 304,      1.1836,      0.2652
 305,      1.1875,      0.2671
 306,      1.1914,      0.2683
 307,      1.1953,      0.2712
 308,      1.1992,      0.2710
 309,      1.2031,      0.2698
 310,      1.2070,      0.2688
 311,      1.2109,      0.2688
 312,      1.2148,      0.2699
 313,      1.2188,      0.2676
 314,      1.2227,      0.2696
 315,      1.2266,      0.2685
 316,      1.2305,      0.2725
 317,      1.2344,      0.2719
 318,      1.2383,      0.2743
 319,      1.2422,      0.2757
 320,      1.2461,      0.2768
 321,      1.2500,      0.2785
 322,      1.2539,      0.2791
 323,      1.2578,      0.2807
 324,      1.2617,      0.2814
 325,      1.2656,      0.2812
 326,      1.2695,      0.2812
 327,      1.2734,      0.2820
 328,      1.2773,      0.2805
 329,      1.2812,      0.2810
 330,      1.2852,      0.2838
 331,      1.2891,      0.2849
 332,      1.2930,      0.2856
 333,      1.2969,      0.2827
 334,      1.3008,      0.2871
 335,      1.3047,      0.2871
 336,      1.3086,      0.2870
 337,      1.3125,      0.2866
 338,      1.3164,      0.2870
 339,      1.3203,      0.2860
 340,      1.3242,      0.2861
 341,      1.3281,      0.2882
 342,      1.3320,      0.2892
 343,      1.3359,      0.2921
 344,      1.3398,      0.2946
 345,      1.3438,      0.2948
 346,      1.3477,      0.2946
 347,      1.3516,      0.2976
 348,      1.3555,      0.2991
 349,      1.3594,      0.3008
 350,      1.3633,      0.3028
 351,      1.3672,      0.3029
 352,      1.3711,      0.3046
 353,      1.3750,      0.3070
 354,      1.3789,      0.3052
 355,      1.3828,      0.3031
 356,      1.3867,      0.3022
 357,      1.3906,      0.3039
 358,      1.3945,      0.3062
 359,      1.3984,      0.3073
 360,      1.4023,      0.3073
 361,      1.4062,      0.3070
 362,      1.4102,      0.3092
 363,      1.4141,      0.3098
 364,      1.4180,      0.3135
 365,      1.4219,      0.3133
 366,      1.4258,      0.3123
 367,      1.4297,      0.3137
 368,      1.4336,      0.3103
 369,      1.4375,      0.3112
 370,      1.4414,      0.3093
 371,      1.4453,      0.3108
 372,      1.4492,      0.3149
 373,      1.4531,      0.3180
 374,      1.4570,      0.3157
 375,      1.4609,      0.3178
 376,      1.4648,      0.3198
 377,      1.4688,      0.3196
 378,      1.4727,      0.3224
 379,      1.4766,      0.3250
 380,      1.4805,      0.3296
 381,      1.4844,      0.3333
 382,      1.4883,      0.3324
 383,      1.4922,      0.3317
 384,      1.4961,      0.3342
 385,      1.5000,      0.3352
 386,      1.5039,      0.3373
 387,      1.5078,      0.3383
 388,      1.5117,      0.3436
 389,      1.5156,      0.3467
 390,      1.5195,      0.3466
 391,      1.5234,      0.3503
 392,      1.5273,      0.3496
 393,      1.5312,      0.3510
 394,      1.5352,      0.3513
 395,      1.5391,      0.3556
 396,      1.5430,      0.3585
 397,      1.5469,      0.3597
 398,      1.5508,      0.3635
 399,      1.5547,      0.3682
 400,      1.5586,      0.3718
 401,      1.5625,      0.3715
 402,      1.5664,      0.3751
 403,      1.5703,      0.3751
 404,      1.5742,      0.3762
 405,      1.5781,      0.3801
 406,      1.5820,      0.3832
 407,      1.5859,      0.3877
 408,      1.5898,      0.3890
 409,      1.5938,      0.3880
 410,      1.5977,      0.3912
 411,      1.6016,      0.3935
 412,      1.6055,      0.3936
 413,      1.6094,      0.3952
 414,      1.6133,      0.3980
 415,      1.6172,      0.3963
 416,      1.6211,      0.4026
 417,      1.6250,      0.4088
 418,      1.6289,      0.4109
 419,      1.6328,      0.4115
 420,      1.6367,      0.4108
 421,      1.6406,      0.4095
 422,      1.6445,      0.4119
 423,      1.6484,      0.4107
 424,      1.6523,      0.4145
 425,      1.6562,      0.4179
 426,      1.6602,      0.4188
 427,      1.6641,      0.4174
 428,      1.6680,      0.4168
 429,      1.6719,      0.4159
 430,      1.6758,      0.4150
 431,      1.6797,      0.4144
 432,      1.6836,      0.4128
 433,      1.6875,      0.4161
 434,      1.6914,      0.4170
 435,      1.6953,      0.4151
 436,      1.6992,      0.4169
 437,      1.7031,      0.4189
 438,      1.7070,      0.4169
 439,      1.7109,      0.4179
 440,      1.7148,      0.4167
 441,      1.7188,      0.4172
 442,      1.7227,      0.4177
 443,      1.7266,      0.4187
 444,      1.7305,      0.4158
 445,      1.7344,      0.4138
 446,      1.7383,      0.4167
 447,      1.7422,      0.4165
 448,      1.7461,      0.4169
 449,      1.7500,      0.4226
 450,      1.7539,      0.4242
 451,      1.7578,      0.4249
 452,      1.7617,      0.4261
 453,      1.7656,      0.4288
 454,      1.7695,      0.4337
 455,      1.7734,      0.4349
 456,      1.7773,      0.4348
 457,      1.7812,      0.4331
 458,      1.7852,      0.4340
 459,      1.7891,      0.4369
 460,      1.7930,      0.4378
 461,      1.7969,      0.4357
 462,      1.8008,      0.4380
 463,      1.8047,      0.4415
 464,      1.8086,      0.4442
 465,      1.8125,      0.4419
 466,      1.8164,      0.4418
 467,      1.8203,      0.4438
 468,      1.8242,      0.4432
 469,      1.8281,      0.4410
 470,      1.8320,      0.4454
 471,      1.8359,      0.4458
 472,      1.8398,      0.4409
 473,      1.8438,      0.4345
 474,      1.8477,      0.4325
 475,      1.8516,      0.4365
 476,      1.8555,      0.4345
 477,      1.8594,      0.4321
 478,      1.8633,      0.4336
 479,      1.8672,      0.4341
 480,      1.8711,      0.4329
 481,      1.8750,      0.4300
 482,      1.8789,      0.4370
 483,      1.8828,      0.4337
 484,      1.8867,      0.4339
 485,      1.8906,      0.4383
 486,      1.8945,      0.4361
 487,      1.8984,      0.4391
 488,      1.9023,      0.4382
 489,      1.9062,      0.4393
 490,      1.9102,      0.4454
 491,      1.9141,      0.4463
 492,      1.9180,      0.4452
 493,      1.9219,      0.4425
 494,      1.9258,      0.4390
 495,      1.9297,      0.4409
 496,      1.9336,      0.4394
 497,      1.9375,      0.4390
 498,      1.9414,      0.4416
 499,      1.9453,      0.4372
 500,      1.9492,      0.4419
 501,      1.9531,      0.4442
 502,      1.9570,      0.4492
 503,      1.9609,      0.4526
 504,      1.9648,      0.4577
 505,      1.9688,      0.4627
 506,      1.9727,      0.4634
 507,      1.9766,      0.4623
 508,      1.9805,      0.4613
 509,      1.9844,      0.4573
 510,      1.9883,      0.4599
 511,      1.9922,      0.4619
 512,      1.9961,      0.4693
 513,      2.0000,      0.4712
 514,      2.0039,      0.4725
 515,      2.0078,      0.4702
 516,      2.0117,      0.4726
 517,      2.0156,      0.4754
 518,      2.0195,      0.4784
 519,      2.0234,      0.4787
 520,      2.0273,      0.4807
 521,      2.0312,      0.4867
 522,      2.0352,      0.4912
 523,      2.0391,      0.4870
 524,      2.0430,      0.4807
 525,      2.0469,      0.4838
 526,      2.0508,      0.4898
 527,      2.0547,      0.4929
 528,      2.0586,      0.4944
 529,      2.0625,      0.4958
 530,      2.0664,      0.4973
 531,      2.0703,      0.5010
 532,      2.0742,      0.4981
 533,      2.0781,      0.4985
 534,      2.0820,      0.4998
 535,      2.0859,      0.5093
 536,      2.0898,      0.5116
 537,      2.0938,      0.5157
 538,      2.0977,      0.5194
 539,      2.1016,      0.5209
 540,      2.1055,      0.5191
 541,      2.1094,      0.5204
 542,      2.1133,      0.5269
 543,      2.1172,      0.5212
 544,      2.1211,      0.5182
 545,      2.1250,      0.5266
 546,      2.1289,      0.5257
 547,      2.1328,      0.5240
 548,      2.1367,      0.5220
 549,      2.1406,      0.5234
 550,      2.1445,      0.5223
 551,      2.1484,      0.5244
 552,      2.1523,      0.5259
 553,      2.1562,      0.5347
 554,      2.1602,      0.5331
 555,      2.1641,      0.5363
 556,      2.1680,      0.5353
 557,      2.1719,      0.5324
 558,      2.1758,      0.5307
 559,      2.1797,      0.5293
 560,      2.1836,      0.5318
 561,      2.1875,      0.5325
 562,      2.1914,      0.5309
 563,      2.1953,      0.5274
 564,      2.1992,      0.5299
 565,      2.2031,      0.5335
 566,      2.2070,      0.5383
 567,      2.2109,      0.5368
 568,      2.2148,      0.5383
 569,      2.2188,      0.5417
 570,      2.2227,      0.5394
 571,      2.2266,      0.5379
 572,      2.2305,      0.5394
 573,      2.2344,      0.5392
 574,      2.2383,      0.5443
 575,      2.2422,      0.5419
 576,      2.2461,      0.5429
 577,      2.2500,      0.5404
 578,      2.2539,      0.5399
 579,      2.2578,      0.5467
 580,      2.2617,      0.5459
 581,      2.2656,      0.5457
 582,      2.2695,      0.5447
 583,      2.2734,      0.5483
 584,      2.2773,      0.5432
 585,      2.2812,      0.5403
 586,      2.2852,      0.5409
 587,      2.2891,      0.5415
 588,      2.2930,      0.5443
 589,      2.2969,      0.5417
 590,      2.3008,      0.5451
 591,      2.3047,      0.5443
 592,      2.3086,      0.5497
 593,      2.3125,      0.5502
 594,      2.3164,      0.5535
 595,      2.3203,      0.5521
 596,      2.3242,      0.5595
 597,      2.3281,      0.5677
 598,      2.3320,      0.5662
 599,      2.3359,      0.5700
 600,      2.3398,      0.5702
 601,      2.3438,      0.5710
 602,      2.3477,      0.5788
 603,      2.3516,      0.5829
 604,      2.3555,      0.5872
 605,      2.3594,      0.5859
 606,      2.3633,      0.5851
 607,      2.3672,      0.5894
 608,      2.3711,      0.5975
 609,      2.3750,      0.6003
 610,      2.3789,      0.5976
 611,      2.3828,      0.5929
 612,      2.3867,      0.5880
 613,      2.3906,      0.5863
 614,      2.3945,      0.5858
 615,      2.3984,      0.5852
 616,      2.4023,      0.5893
 617,      2.4062,      0.5906
 618,      2.4102,      0.5901
 619,      2.4141,      0.5927
 620,      2.4180,      0.5984
 621,      2.4219,      0.5988
 622,      2.4258,      0.5973
 623,      2.4297,      0.5983
 624,      2.4336,      0.6003
 625,      2.4375,      0.6013
 626,      2.4414,      0.6075
 627,      2.4453,      0.6097
 628,      2.4492,      0.6147
 629,      2.4531,      0.6152
 630,      2.4570,      0.6216
 631,      2.4609,      0.6208
 632,      2.4648,      0.6240
 633,      2.4688,      0.6301
 634,      2.4727,      0.6303
 635,      2.4766,      0.6340
 636,      2.4805,      0.6313
 637,      2.4844,      0.6355
 638,      2.4883,      0.6279
 639,      2.4922,      0.6234
 640,      2.4961,      0.6251
 641,      2.5000,      0.6239
 642,      2.5039,      0.6240
 643,      2.5078,      0.6222
 644,      2.5117,      0.6310
 645,      2.5156,      0.6406
 646,      2.5195,      0.6430
 647,      2.5234,      0.6370
 648,      2.5273,      0.6329
 649,      2.5312,      0.6347
 650,      2.5352,      0.6379
 651,      2.5391,      0.6375
 652,      2.5430,      0.6373
 653,      2.5469,      0.6359
 654,      2.5508,      0.6359
 655,      2.5547,      0.6384
 656,      2.5586,      0.6327
 657,      2.5625,      0.6307
 658,      2.5664,      0.6346
 659,      2.5703,      0.6322
 660,      2.5742,      0.6287
 661,      2.5781,      0.6275
 662,      2.5820,      0.6313
 663,      2.5859,      0.6279
 664,      2.5898,      0.6255
 665,      2.5938,      0.6310
 666,      2.5977,      0.6323
 667,      2.6016,      0.6358
 668,      2.6055,      0.6351
 669,      2.6094,      0.6357
 670,      2.6133,      0.6401
 671,      2.6172,      0.6409
 672,      2.6211,      0.6397
 673,      2.6250,      0.6412
 674,      2.6289,      0.6433
 675,      2.6328,      0.6506
 676,      2.6367,      0.6482
 677,      2.6406,      0.6537
 678,      2.6445,      0.6513
 679,      2.6484,      0.6582
 680,      2.6523,      0.6635
 681,      2.6562,      0.6643
 682,      2.6602,      0.6659
 683,      2.6641,      0.6694
 684,      2.6680,      0.6701
 685,      2.6719,      0.6670
 686,      2.6758,      0.6677
 687,      2.6797,      0.6668
 688,      2.6836,      0.6702
 689,      2.6875,      0.6701
 690,      2.6914,      0.6661
 691,      2.6953,      0.6646
 692,      2.6992,      0.6585
 693,      2.7031,      0.6604
 694,      2.7070,      0.6554
 695,      2.7109,      0.6585
 696,      2.7148,      0.6597
 697,      2.7188,      0.6688
 698,      2.7227,      0.6671
 699,      2.7266,      0.6663
 700,      2.7305,      0.6656
 701,      2.7344,      0.6598
 702,      2.7383,      0.6612
 703,      2.7422,      0.6581
 704,      2.7461,      0.6654
 705,      2.7500,      0.6639
 706,      2.7539,      0.6656
 707,      2.7578,      0.6650
 708,      2.7617,      0.6699
 709,      2.7656,      0.6790
 710,      2.7695,      0.6788
 711,      2.7734,      0.6785
 712,      2.7773,      0.6827
 713,      2.7812,      0.6890
 714,      2.7852,      0.6845
 715,      2.7891,      0.6855
 716,      2.7930,      0.6892
 717,      2.7969,      0.6914
 718,      2.8008,      0.6988
 719,      2.8047,      0.6968
 720,      2.8086,      0.6984
 721,      2.8125,      0.7059
 722,      2.8164,      0.7107
 723,      2.8203,      0.7173
 724,      2.8242,      0.7248
 725,      2.8281,      0.7280
 726,      2.8320,      0.7342
 727,      2.8359,      0.7328
 728,      2.8398,      0.7327
 729,      2.8438,      0.7272
 730,      2.8477,      0.7223
 731,      2.8516,      0.7277
 732,      2.8555,      0.7252
 733,      2.8594,      0.7343
 734,      2.8633,      0.7417
 735,      2.8672,      0.7408
 736,      2.8711,      0.7366
 737,      2.8750,      0.7459
 738,      2.8789,      0.7535
 739,      2.8828,      0.7582
 740,      2.8867,      0.7603
 741,      2.8906,      0.7545
 742,      2.8945,      0.7583
 743,      2.8984,      0.7598
 744,      2.9023,      0.7590
 745,      2.9062,      0.7598
 746,      2.9102,      0.7532
 747,      2.9141,      0.7522
 748,      2.9180,      0.7480
 749,      2.9219,      0.7607
 750,      2.9258,      0.7689
 751,      2.9297,      0.7752
 752,      2.9336,      0.7766
 753,      2.9375,      0.7776
 754,      2.9414,      0.7791
 755,      2.9453,      0.7834
 756,      2.9492,      0.7794
 757,      2.9531,      0.7795
 758,      2.9570,      0.7715
 759,      2.9609,      0.7741
 760,      2.9648,      0.7714
 761,      2.9688,      0.7756
 762,      2.9727,      0.7807
 763,      2.9766,      0.7753
 764,      2.9805,      0.7777
 765,      2.9844,      0.7811
 766,      2.9883,      0.7795
 767,      2.9922,      0.7820
 768,      2.9961,      0.7823
 769,      3.0000,      0.7798
 770,      3.0039,      0.7818
 771,      3.0078,      0.7801
 772,      3.0117,      0.7889
 773,      3.0156,      0.7916
 774,      3.0195,      0.7887
 775,      3.0234,      0.7775
 776,      3.0273,      0.7798
 777,      3.0312,      0.7741
 778,      3.0352,      0.7725
 779,      3.0391,      0.7731
 780,      3.0430,      0.7812
 781,      3.0469,      0.7870
 782,      3.0508,      0.7929
 783,      3.0547,      0.7868
 784,      3.0586,      0.7978
 785,      3.0625,      0.7912
 786,      3.0664,      0.7977
 787,      3.0703,      0.8049
 788,      3.0742,      0.8080
 789,      3.0781,      0.8098
 790,      3.0820,      0.8033
 791,      3.0859,      0.8032
 792,      3.0898,      0.8062
 793,      3.0938,      0.8108
 794,      3.0977,      0.8097
 795,      3.1016,      0.8068
 796,      3.1055,      0.8121
 797,      3.1094,      0.8050
 798,      3.1133,      0.8042
 799,      3.1172,      0.8038
 800,      3.1211,      0.8062
 801,      3.1250,      0.8148
 802,      3.1289,      0.8147
 803,      3.1328,      0.8204
 804,      3.1367,      0.8172
 805,      3.1406,      0.8249
 806,      3.1445,      0.8178
 807,      3.1484,      0.8258
 808,      3.1523,      0.8208
 809,      3.1562,      0.8190
 810,      3.1602,      0.8236
 811,      3.1641,      0.8218
 812,      3.1680,      0.8234
 813,      3.1719,      0.8221
 814,      3.1758,      0.8334
 815,      3.1797,      0.8310
 816,      3.1836,      0.8273
 817,      3.1875,      0.8265
 818,      3.1914,      0.8255
 819,      3.1953,      0.8162
 820,      3.1992,      0.8177
 821,      3.2031,      0.8166
 822,      3.2070,      0.8199
 823,      3.2109,      0.8204
 824,      3.2148,      0.8239
 825,      3.2188,      0.8202
 826,      3.2227,      0.8160
 827,      3.2266,      0.8114
 828,      3.2305,      0.8011
 829,      3.2344,      0.7990
 830,      3.2383,      0.7930
 831,      3.2422,      0.7994
 832,      3.2461,      0.7995
 833,      3.2500,      0.8034
 834,      3.2539,      0.8132
 835,      3.2578,      0.8132
 836,      3.2617,      0.8195
 837,      3.2656,      0.8201
 838,      3.2695,      0.8182
 839,      3.2734,      0.8099
 840,      3.2773,      0.8091
 841,      3.2812,      0.8061
 842,      3.2852,      0.8044
 843,      3.2891,      0.7914
 844,      3.2930,      0.7895
 845,      3.2969,      0.7957
 846,      3.3008,      0.7952
 847,      3.3047,      0.7929
 848,      3.3086,      0.8054
 849,      3.3125,      0.7971
 850,      3.3164,      0.8059
 851,      3.3203,      0.8067
 852,      3.3242,      0.8111
 853,      3.3281,      0.8119
 854,      3.3320,      0.8168
 855,      3.3359,      0.8124
 856,      3.3398,      0.8161
 857,      3.3438,      0.8225
 858,      3.3477,      0.8257
 859,      3.3516,      0.8287
 860,      3.3555,      0.8379
 861,      3.3594,      0.8488
 862,      3.3633,      0.8526
 863,      3.3672,      0.8513
 864,      3.3711,      0.8460
 865,      3.3750,      0.8458
 866,      3.3789,      0.8444
 867,      3.3828,      0.8395
 868,      3.3867,      0.8391
 869,      3.3906,      0.8329
 870,      3.3945,      0.8258
 871,      3.3984,      0.8225
 872,      3.4023,      0.8257
 873,      3.4062,      0.8267
 874,      3.4102,      0.8320
 875,      3.4141,      0.8283
 876,      3.4180,      0.8291
 877,      3.4219,      0.8246
 878,      3.4258,      0.8249
 879,      3.4297,      0.8270
 880,      3.4336,      0.8241
 881,      3.4375,      0.8289
 882,      3.4414,      0.8286
 883,      3.4453,      0.8307
 884,      3.4492,      0.8361
 885,      3.4531,      0.8342
 886,      3.4570,      0.8360
 887,      3.4609,      0.8366
 888,      3.4648,      0.8335
 889,      3.4688,      0.8356
 890,      3.4727,      0.8379
 891,      3.4766,      0.8345
 892,      3.4805,      0.8424
 893,      3.4844,      0.8480
 894,      3.4883,      0.8437
 895,      3.4922,      0.8403
 896,      3.4961,      0.8517
 897,      3.5000,      0.8548
 898,      3.5039,      0.8606
 899,      3.5078,      0.8660
 900,      3.5117,      0.8630
 901,      3.5156,      0.8637
 902,      3.5195,      0.8570
 903,      3.5234,      0.8494
 904,      3.5273,      0.8457
 905,      3.5312,      0.8478
 906,      3.5352,      0.8494
 907,      3.5391,      0.8471
 908,      3.5430,      0.8507
 909,      3.5469,      0.8499
 910,      3.5508,      0.8586
 911,      3.5547,      0.8580
 912,      3.5586,      0.8621
 913,      3.5625,      0.8614
 914,      3.5664,      0.8642
 915,      3.5703,      0.8613
 916,      3.5742,      0.8680
 917,      3.5781,      0.8547
 918,      3.5820,      0.8541
 919,      3.5859,      0.8558
 920,      3.5898,      0.8627
 921,      3.5938,      0.8626
 922,      3.5977,      0.8563
 923,      3.6016,      0.8568
 924,      3.6055,      0.8558
 925,      3.6094,      0.8585
 926,      3.6133,      0.8667
 927,      3.6172,      0.8696
 928,      3.6211,      0.8681
 929,      3.6250,      0.8674
 930,      3.6289,      0.8610
 931,      3.6328,      0.8615
