 i,t_i,x_milstein(t_i)                                                          
2880,     11.2461,      1.0219
2881,     11.2500,      1.0274
2882,     11.2539,      1.0280
2883,     11.2578,      1.0228
2884,     11.2617,      1.0171
2885,     11.2656,      1.0172
2886,     11.2695,      1.0180
2887,     11.2734,      1.0214
2888,     11.2773,      1.0165
2889,     11.2812,      1.0175
2890,     11.2852,      1.0214
2891,     11.2891,      1.0152
2892,     11.2930,      1.0252
2893,     11.2969,      1.0248
2894,     11.3008,      1.0253
2895,     11.3047,      1.0297
2896,     11.3086,      1.0449
2897,     11.3125,      1.0408
2898,     11.3164,      1.0274
2899,     11.3203,      1.0301
2900,     11.3242,      1.0319
2901,     11.3281,      1.0318
2902,     11.3320,      1.0281
2903,     11.3359,      1.0281
2904,     11.3398,      1.0314
2905,     11.3438,      1.0317
2906,     11.3477,      1.0378
2907,     11.3516,      1.0209
2908,     11.3555,      1.0140
2909,     11.3594,      1.0047
2910,     11.3633,      0.9941
2911,     11.3672,      0.9902
2912,     11.3711,      0.9849
2913,     11.3750,      0.9849
2914,     11.3789,      0.9779
2915,     11.3828,      0.9802
2916,     11.3867,      0.9777
2917,     11.3906,      0.9897
2918,     11.3945,      0.9937
2919,     11.3984,      1.0009
2920,     11.4023,      1.0022
2921,     11.4062,      1.0045
2922,     11.4102,      1.0020
2923,     11.4141,      1.0015
2924,     11.4180,      1.0103
2925,     11.4219,      1.0030
2926,     11.4258,      1.0008
2927,     11.4297,      0.9925
2928,     11.4336,      0.9926
2929,     11.4375,      0.9898
2930,     11.4414,      0.9872
2931,     11.4453,      0.9857
2932,     11.4492,      0.9843
2933,     11.4531,      0.9841
2934,     11.4570,      0.9894
2935,     11.4609,      0.9846
2936,     11.4648,      0.9796
2937,     11.4688,      0.9786
2938,     11.4727,      0.9882
2939,     11.4766,      0.9882
2940,     11.4805,      0.9920
2941,     11.4844,      1.0107
2942,     11.4883,      1.0193
2943,     11.4922,      1.0160
2944,     11.4961,      1.0178
2945,     11.5000,      1.0158
2946,     11.5039,      1.0184
2947,     11.5078,      1.0080
2948,     11.5117,      1.0074
2949,     11.5156,      1.0116
2950,     11.5195,      1.0038
2951,     11.5234,      1.0043
2952,     11.5273,      1.0051
2953,     11.5312,      1.0077
2954,     11.5352,      1.0086
2955,     11.5391,      1.0090
2956,     11.5430,      1.0138
2957,     11.5469,      1.0006
2958,     11.5508,      0.9983
2959,     11.5547,      0.9891
2960,     11.5586,      0.9954
2961,     11.5625,      1.0018
2962,     11.5664,      0.9998
2963,     11.5703,      1.0017
2964,     11.5742,      0.9985
2965,     11.5781,      1.0008
2966,     11.5820,      0.9972
2967,     11.5859,      0.9940
2968,     11.5898,      0.9938
2969,     11.5938,      0.9986
2970,     11.5977,      0.9917
2971,     11.6016,      0.9907
2972,     11.6055,      0.9948
2973,     11.6094,      0.9816
2974,     11.6133,      0.9713
2975,     11.6172,      0.9621
2976,     11.6211,      0.9616
2977,     11.6250,      0.9600
2978,     11.6289,      0.9702
2979,     11.6328,      0.9738
2980,     11.6367,      0.9750
2981,     11.6406,      0.9658
2982,     11.6445,      0.9806
2983,     11.6484,      0.9854
2984,     11.6523,      0.9852
2985,     11.6562,      0.9863
2986,     11.6602,      0.9851
2987,     11.6641,      0.9799
2988,     11.6680,      0.9798
2989,     11.6719,      0.9775
2990,     11.6758,      0.9763
2991,     11.6797,      0.9826
2992,     11.6836,      0.9789
2993,     11.6875,      0.9776
2994,     11.6914,      0.9797
2995,     11.6953,      0.9722
2996,     11.6992,      0.9721
2997,     11.7031,      0.9578
2998,     11.7070,      0.9582
2999,     11.7109,      0.9621
3000,     11.7148,      0.9589
3001,     11.7188,      0.9495
3002,     11.7227,      0.9378
3003,     11.7266,      0.9408
3004,     11.7305,      0.9408
3005,     11.7344,      0.9416
3006,     11.7383,      0.9368
3007,     11.7422,      0.9378
3008,     11.7461,      0.9392
3009,     11.7500,      0.9380
3010,     11.7539,      0.9351
3011,     11.7578,      0.9286
3012,     11.7617,      0.9340
3013,     11.7656,      0.9377
3014,     11.7695,      0.9424
3015,     11.7734,      0.9543
3016,     11.7773,      0.9528
3017,     11.7812,      0.9513
3018,     11.7852,      0.9433
3019,     11.7891,      0.9348
3020,     11.7930,      0.9344
3021,     11.7969,      0.9363
3022,     11.8008,      0.9396
3023,     11.8047,      0.9390
3024,     11.8086,      0.9521
3025,     11.8125,      0.9491
3026,     11.8164,      0.9552
3027,     11.8203,      0.9513
3028,     11.8242,      0.9432
3029,     11.8281,      0.9571
3030,     11.8320,      0.9546
3031,     11.8359,      0.9555
3032,     11.8398,      0.9593
3033,     11.8438,      0.9602
3034,     11.8477,      0.9670
3035,     11.8516,      0.9695
3036,     11.8555,      0.9730
3037,     11.8594,      0.9718
3038,     11.8633,      0.9702
3039,     11.8672,      0.9679
3040,     11.8711,      0.9609
3041,     11.8750,      0.9679
3042,     11.8789,      0.9647
3043,     11.8828,      0.9655
3044,     11.8867,      0.9626
3045,     11.8906,      0.9703
3046,     11.8945,      0.9664
3047,     11.8984,      0.9681
3048,     11.9023,      0.9728
3049,     11.9062,      0.9727
3050,     11.9102,      0.9840
3051,     11.9141,      0.9905
3052,     11.9180,      1.0039
3053,     11.9219,      1.0113
3054,     11.9258,      0.9989
3055,     11.9297,      0.9871
3056,     11.9336,      0.9776
3057,     11.9375,      0.9710
3058,     11.9414,      0.9719
3059,     11.9453,      0.9582
3060,     11.9492,      0.9574
3061,     11.9531,      0.9618
3062,     11.9570,      0.9575
3063,     11.9609,      0.9540
3064,     11.9648,      0.9471
3065,     11.9688,      0.9418
3066,     11.9727,      0.9352
3067,     11.9766,      0.9253
3068,     11.9805,      0.9292
3069,     11.9844,      0.9337
3070,     11.9883,      0.9235
3071,     11.9922,      0.9098
3072,     11.9961,      0.9170
3073,     12.0000,      0.9179
3074,     12.0039,      0.9127
3075,     12.0078,      0.9236
3076,     12.0117,      0.9159
3077,     12.0156,      0.9188
3078,     12.0195,      0.9283
3079,     12.0234,      0.9291
3080,     12.0273,      0.9350
3081,     12.0312,      0.9394
3082,     12.0352,      0.9382
3083,     12.0391,      0.9343
3084,     12.0430,      0.9329
3085,     12.0469,      0.9446
3086,     12.0508,      0.9397
3087,     12.0547,      0.9411
3088,     12.0586,      0.9460
3089,     12.0625,      0.9471
3090,     12.0664,      0.9427
3091,     12.0703,      0.9448
3092,     12.0742,      0.9418
3093,     12.0781,      0.9407
3094,     12.0820,      0.9460
3095,     12.0859,      0.9531
3096,     12.0898,      0.9467
3097,     12.0938,      0.9506
3098,     12.0977,      0.9540
3099,     12.1016,      0.9575
3100,     12.1055,      0.9499
3101,     12.1094,      0.9451
3102,     12.1133,      0.9439
3103,     12.1172,      0.9455
3104,     12.1211,      0.9430
3105,     12.1250,      0.9455
3106,     12.1289,      0.9574
3107,     12.1328,      0.9615
3108,     12.1367,      0.9661
3109,     12.1406,      0.9692
3110,     12.1445,      0.9686
3111,     12.1484,      0.9678
3112,     12.1523,      0.9610
3113,     12.1562,      0.9582
3114,     12.1602,      0.9498
3115,     12.1641,      0.9485
3116,     12.1680,      0.9568
3117,     12.1719,      0.9452
3118,     12.1758,      0.9493
3119,     12.1797,      0.9497
3120,     12.1836,      0.9530
3121,     12.1875,      0.9622
3122,     12.1914,      0.9574
3123,     12.1953,      0.9548
3124,     12.1992,      0.9407
3125,     12.2031,      0.9354
3126,     12.2070,      0.9394
3127,     12.2109,      0.9473
3128,     12.2148,      0.9463
3129,     12.2188,      0.9499
3130,     12.2227,      0.9563
3131,     12.2266,      0.9524
3132,     12.2305,      0.9563
3133,     12.2344,      0.9567
3134,     12.2383,      0.9482
3135,     12.2422,      0.9403
3136,     12.2461,      0.9368
3137,     12.2500,      0.9401
3138,     12.2539,      0.9328
3139,     12.2578,      0.9278
3140,     12.2617,      0.9296
3141,     12.2656,      0.9271
3142,     12.2695,      0.9280
3143,     12.2734,      0.9306
3144,     12.2773,      0.9329
3145,     12.2812,      0.9403
3146,     12.2852,      0.9408
3147,     12.2891,      0.9372
3148,     12.2930,      0.9340
3149,     12.2969,      0.9320
3150,     12.3008,      0.9255
3151,     12.3047,      0.9216
3152,     12.3086,      0.9141
3153,     12.3125,      0.9112
3154,     12.3164,      0.9077
3155,     12.3203,      0.9075
3156,     12.3242,      0.9055
3157,     12.3281,      0.9019
3158,     12.3320,      0.8999
3159,     12.3359,      0.8975
3160,     12.3398,      0.9013
3161,     12.3438,      0.9038
3162,     12.3477,      0.9026
3163,     12.3516,      0.9034
3164,     12.3555,      0.9026
3165,     12.3594,      0.8971
3166,     12.3633,      0.8975
3167,     12.3672,      0.9008
3168,     12.3711,      0.9049
3169,     12.3750,      0.9091
3170,     12.3789,      0.9192
3171,     12.3828,      0.9161
3172,     12.3867,      0.9129
3173,     12.3906,      0.9176
3174,     12.3945,      0.9238
3175,     12.3984,      0.9230
3176,     12.4023,      0.9163
3177,     12.4062,      0.9136
3178,     12.4102,      0.9185
3179,     12.4141,      0.9253
3180,     12.4180,      0.9280
3181,     12.4219,      0.9308
3182,     12.4258,      0.9457
3183,     12.4297,      0.9493
3184,     12.4336,      0.9526
3185,     12.4375,      0.9531
3186,     12.4414,      0.9550
3187,     12.4453,      0.9544
3188,     12.4492,      0.9520
3189,     12.4531,      0.9432
3190,     12.4570,      0.9522
3191,     12.4609,      0.9399
3192,     12.4648,      0.9439
3193,     12.4688,      0.9438
3194,     12.4727,      0.9451
3195,     12.4766,      0.9570
3196,     12.4805,      0.9584
3197,     12.4844,      0.9604
3198,     12.4883,      0.9634
3199,     12.4922,      0.9721
3200,     12.4961,      0.9711
3201,     12.5000,      0.9752
3202,     12.5039,      0.9751
3203,     12.5078,      0.9734
3204,     12.5117,      0.9701
3205,     12.5156,      0.9655
3206,     12.5195,      0.9770
3207,     12.5234,      0.9773
3208,     12.5273,      0.9804
3209,     12.5312,      0.9816
3210,     12.5352,      0.9934
3211,     12.5391,      1.0066
3212,     12.5430,      1.0016
3213,     12.5469,      1.0015
3214,     12.5508,      1.0014
3215,     12.5547,      1.0071
3216,     12.5586,      1.0176
3217,     12.5625,      1.0108
3218,     12.5664,      1.0088
3219,     12.5703,      0.9986
3220,     12.5742,      1.0012
3221,     12.5781,      0.9983
3222,     12.5820,      0.9956
3223,     12.5859,      1.0039
3224,     12.5898,      0.9954
3225,     12.5938,      0.9977
3226,     12.5977,      0.9973
3227,     12.6016,      1.0063
3228,     12.6055,      0.9984
3229,     12.6094,      1.0035
3230,     12.6133,      1.0069
3231,     12.6172,      1.0004
3232,     12.6211,      1.0042
3233,     12.6250,      1.0062
3234,     12.6289,      0.9977
3235,     12.6328,      0.9969
3236,     12.6367,      0.9931
3237,     12.6406,      0.9825
3238,     12.6445,      0.9827
3239,     12.6484,      0.9877
3240,     12.6523,      0.9931
3241,     12.6562,      0.9971
3242,     12.6602,      1.0031
3243,     12.6641,      0.9965
3244,     12.6680,      1.0127
3245,     12.6719,      1.0133
3246,     12.6758,      1.0102
3247,     12.6797,      1.0115
3248,     12.6836,      1.0113
3249,     12.6875,      1.0051
3250,     12.6914,      1.0058
3251,     12.6953,      1.0095
3252,     12.6992,      1.0203
3253,     12.7031,      1.0199
3254,     12.7070,      1.0126
3255,     12.7109,      1.0100
3256,     12.7148,      1.0111
3257,     12.7188,      1.0055
3258,     12.7227,      1.0108
3259,     12.7266,      1.0137
3260,     12.7305,      1.0172
3261,     12.7344,      1.0182
3262,     12.7383,      1.0169
3263,     12.7422,      1.0123
3264,     12.7461,      1.0114
3265,     12.7500,      1.0139
3266,     12.7539,      1.0196
3267,     12.7578,      1.0236
3268,     12.7617,      1.0309
3269,     12.7656,      1.0304
3270,     12.7695,      1.0209
3271,     12.7734,      1.0215
3272,     12.7773,      1.0198
3273,     12.7812,      1.0175
3274,     12.7852,      1.0072
3275,     12.7891,      1.0055
3276,     12.7930,      1.0058
3277,     12.7969,      0.9973
3278,     12.8008,      0.9888
3279,     12.8047,      0.9987
3280,     12.8086,      0.9975
3281,     12.8125,      1.0011
3282,     12.8164,      1.0038
3283,     12.8203,      1.0022
3284,     12.8242,      1.0065
3285,     12.8281,      1.0000
3286,     12.8320,      1.0100
3287,     12.8359,      1.0141
3288,     12.8398,      1.0125
3289,     12.8438,      1.0151
3290,     12.8477,      1.0166
3291,     12.8516,      1.0221
3292,     12.8555,      1.0144
3293,     12.8594,      1.0190
3294,     12.8633,      1.0224
3295,     12.8672,      1.0307
3296,     12.8711,      1.0381
3297,     12.8750,      1.0452
3298,     12.8789,      1.0503
3299,     12.8828,      1.0506
3300,     12.8867,      1.0471
3301,     12.8906,      1.0530
3302,     12.8945,      1.0499
3303,     12.8984,      1.0537
3304,     12.9023,      1.0599
3305,     12.9062,      1.0561
3306,     12.9102,      1.0483
3307,     12.9141,      1.0550
3308,     12.9180,      1.0545
3309,     12.9219,      1.0603
3310,     12.9258,      1.0566
3311,     12.9297,      1.0586
3312,     12.9336,      1.0667
3313,     12.9375,      1.0680
3314,     12.9414,      1.0697
3315,     12.9453,      1.0733
3316,     12.9492,      1.0680
3317,     12.9531,      1.0703
3318,     12.9570,      1.0769
3319,     12.9609,      1.0763
3320,     12.9648,      1.0821
3321,     12.9688,      1.0818
3322,     12.9727,      1.0810
3323,     12.9766,      1.0755
3324,     12.9805,      1.0693
3325,     12.9844,      1.0651
3326,     12.9883,      1.0758
3327,     12.9922,      1.0769
3328,     12.9961,      1.0785
3329,     13.0000,      1.0757
3330,     13.0039,      1.0779
3331,     13.0078,      1.0648
3332,     13.0117,      1.0482
3333,     13.0156,      1.0641
3334,     13.0195,      1.0501
3335,     13.0234,      1.0538
3336,     13.0273,      1.0480
3337,     13.0312,      1.0498
3338,     13.0352,      1.0520
3339,     13.0391,      1.0644
3340,     13.0430,      1.0621
3341,     13.0469,      1.0588
3342,     13.0508,      1.0558
3343,     13.0547,      1.0614
3344,     13.0586,      1.0580
3345,     13.0625,      1.0429
3346,     13.0664,      1.0390
3347,     13.0703,      1.0267
3348,     13.0742,      1.0348
3349,     13.0781,      1.0282
3350,     13.0820,      1.0335
3351,     13.0859,      1.0341
3352,     13.0898,      1.0321
3353,     13.0938,      1.0269
3354,     13.0977,      1.0212
3355,     13.1016,      1.0199
3356,     13.1055,      1.0224
3357,     13.1094,      1.0255
3358,     13.1133,      1.0305
3359,     13.1172,      1.0331
3360,     13.1211,      1.0332
3361,     13.1250,      1.0326
3362,     13.1289,      1.0293
3363,     13.1328,      1.0206
3364,     13.1367,      1.0295
3365,     13.1406,      1.0280
3366,     13.1445,      1.0321
3367,     13.1484,      1.0322
3368,     13.1523,      1.0453
3369,     13.1562,      1.0459
3370,     13.1602,      1.0452
3371,     13.1641,      1.0433
3372,     13.1680,      1.0393
3373,     13.1719,      1.0428
3374,     13.1758,      1.0450
3375,     13.1797,      1.0522
3376,     13.1836,      1.0537
3377,     13.1875,      1.0446
3378,     13.1914,      1.0496
3379,     13.1953,      1.0522
3380,     13.1992,      1.0557
3381,     13.2031,      1.0602
3382,     13.2070,      1.0625
3383,     13.2109,      1.0699
3384,     13.2148,      1.0755
3385,     13.2188,      1.0785
3386,     13.2227,      1.0839
3387,     13.2266,      1.0824
3388,     13.2305,      1.0763
3389,     13.2344,      1.0714
3390,     13.2383,      1.0716
3391,     13.2422,      1.0630
3392,     13.2461,      1.0660
3393,     13.2500,      1.0575
3394,     13.2539,      1.0442
3395,     13.2578,      1.0480
3396,     13.2617,      1.0493
3397,     13.2656,      1.0449
3398,     13.2695,      1.0498
3399,     13.2734,      1.0582
3400,     13.2773,      1.0514
3401,     13.2812,      1.0456
3402,     13.2852,      1.0371
3403,     13.2891,      1.0331
3404,     13.2930,      1.0285
3405,     13.2969,      1.0242
3406,     13.3008,      1.0235
3407,     13.3047,      1.0304
3408,     13.3086,      1.0338
3409,     13.3125,      1.0341
3410,     13.3164,      1.0230
3411,     13.3203,      1.0294
3412,     13.3242,      1.0432
3413,     13.3281,      1.0428
3414,     13.3320,      1.0383
3415,     13.3359,      1.0254
3416,     13.3398,      1.0373
3417,     13.3438,      1.0291
3418,     13.3477,      1.0246
3419,     13.3516,      1.0252
3420,     13.3555,      1.0330
3421,     13.3594,      1.0238
3422,     13.3633,      1.0192
3423,     13.3672,      1.0140
3424,     13.3711,      1.0141
3425,     13.3750,      1.0163
3426,     13.3789,      1.0237
3427,     13.3828,      1.0168
3428,     13.3867,      1.0029
3429,     13.3906,      0.9974
3430,     13.3945,      0.9909
3431,     13.3984,      0.9888
3432,     13.4023,      0.9989
3433,     13.4062,      0.9945
3434,     13.4102,      0.9882
3435,     13.4141,      0.9878
3436,     13.4180,      0.9911
3437,     13.4219,      0.9949
3438,     13.4258,      1.0073
3439,     13.4297,      1.0058
3440,     13.4336,      1.0042
3441,     13.4375,      1.0059
3442,     13.4414,      1.0141
3443,     13.4453,      1.0192
3444,     13.4492,      1.0168
3445,     13.4531,      1.0249
3446,     13.4570,      1.0314
3447,     13.4609,      1.0383
3448,     13.4648,      1.0440
3449,     13.4688,      1.0334
3450,     13.4727,      1.0215
3451,     13.4766,      1.0215
3452,     13.4805,      1.0244
3453,     13.4844,      1.0174
3454,     13.4883,      1.0219
3455,     13.4922,      1.0270
3456,     13.4961,      1.0232
3457,     13.5000,      1.0201
3458,     13.5039,      1.0121
3459,     13.5078,      1.0160
3460,     13.5117,      1.0213
3461,     13.5156,      1.0343
3462,     13.5195,      1.0313
3463,     13.5234,      1.0329
3464,     13.5273,      1.0329
3465,     13.5312,      1.0352
3466,     13.5352,      1.0380
3467,     13.5391,      1.0344
3468,     13.5430,      1.0230
3469,     13.5469,      1.0212
3470,     13.5508,      1.0320
3471,     13.5547,      1.0347
3472,     13.5586,      1.0253
3473,     13.5625,      1.0188
3474,     13.5664,      1.0253
3475,     13.5703,      1.0338
3476,     13.5742,      1.0359
3477,     13.5781,      1.0390
3478,     13.5820,      1.0352
3479,     13.5859,      1.0318
3480,     13.5898,      1.0412
3481,     13.5938,      1.0395
3482,     13.5977,      1.0337
3483,     13.6016,      1.0408
3484,     13.6055,      1.0414
3485,     13.6094,      1.0363
3486,     13.6133,      1.0320
3487,     13.6172,      1.0330
3488,     13.6211,      1.0299
3489,     13.6250,      1.0287
3490,     13.6289,      1.0198
3491,     13.6328,      1.0221
3492,     13.6367,      1.0253
3493,     13.6406,      1.0216
3494,     13.6445,      1.0266
3495,     13.6484,      1.0318
3496,     13.6523,      1.0352
3497,     13.6562,      1.0379
3498,     13.6602,      1.0359
3499,     13.6641,      1.0414
3500,     13.6680,      1.0388
3501,     13.6719,      1.0452
3502,     13.6758,      1.0420
3503,     13.6797,      1.0490
3504,     13.6836,      1.0492
3505,     13.6875,      1.0528
3506,     13.6914,      1.0502
3507,     13.6953,      1.0600
3508,     13.6992,      1.0582
3509,     13.7031,      1.0630
3510,     13.7070,      1.0663
3511,     13.7109,      1.0659
3512,     13.7148,      1.0626
3513,     13.7188,      1.0550
3514,     13.7227,      1.0544
3515,     13.7266,      1.0521
3516,     13.7305,      1.0451
3517,     13.7344,      1.0436
3518,     13.7383,      1.0537
3519,     13.7422,      1.0548
3520,     13.7461,      1.0528
3521,     13.7500,      1.0533
3522,     13.7539,      1.0448
3523,     13.7578,      1.0458
3524,     13.7617,      1.0516
3525,     13.7656,      1.0574
3526,     13.7695,      1.0620
3527,     13.7734,      1.0645
3528,     13.7773,      1.0572
3529,     13.7812,      1.0624
3530,     13.7852,      1.0663
3531,     13.7891,      1.0677
3532,     13.7930,      1.0635
3533,     13.7969,      1.0626
3534,     13.8008,      1.0653
3535,     13.8047,      1.0586
3536,     13.8086,      1.0566
3537,     13.8125,      1.0607
3538,     13.8164,      1.0685
3539,     13.8203,      1.0787
3540,     13.8242,      1.0691
3541,     13.8281,      1.0617
3542,     13.8320,      1.0640
3543,     13.8359,      1.0554
3544,     13.8398,      1.0491
3545,     13.8438,      1.0509
3546,     13.8477,      1.0557
3547,     13.8516,      1.0430
3548,     13.8555,      1.0459
3549,     13.8594,      1.0498
3550,     13.8633,      1.0560
3551,     13.8672,      1.0521
3552,     13.8711,      1.0601
3553,     13.8750,      1.0540
3554,     13.8789,      1.0450
3555,     13.8828,      1.0406
3556,     13.8867,      1.0462
3557,     13.8906,      1.0355
3558,     13.8945,      1.0265
3559,     13.8984,      1.0224
3560,     13.9023,      1.0201
3561,     13.9062,      1.0169
3562,     13.9102,      1.0175
3563,     13.9141,      1.0180
3564,     13.9180,      1.0180
3565,     13.9219,      1.0368
3566,     13.9258,      1.0359
3567,     13.9297,      1.0453
3568,     13.9336,      1.0438
3569,     13.9375,      1.0381
3570,     13.9414,      1.0282
3571,     13.9453,      1.0300
3572,     13.9492,      1.0287
3573,     13.9531,      1.0235
3574,     13.9570,      1.0187
3575,     13.9609,      1.0034
3576,     13.9648,      0.9997
3577,     13.9688,      1.0023
3578,     13.9727,      0.9878
3579,     13.9766,      0.9875
3580,     13.9805,      0.9843
3581,     13.9844,      0.9871
3582,     13.9883,      0.9952
3583,     13.9922,      0.9915
3584,     13.9961,      0.9934
3585,     14.0000,      0.9974
3586,     14.0039,      1.0057
3587,     14.0078,      1.0115
3588,     14.0117,      1.0109
3589,     14.0156,      1.0110
3590,     14.0195,      1.0157
3591,     14.0234,      1.0114
3592,     14.0273,      1.0084
3593,     14.0312,      1.0177
3594,     14.0352,      1.0162
3595,     14.0391,      1.0155
3596,     14.0430,      1.0136
3597,     14.0469,      1.0135
3598,     14.0508,      1.0162
3599,     14.0547,      1.0082
3600,     14.0586,      1.0093
3601,     14.0625,      1.0142
3602,     14.0664,      1.0134
3603,     14.0703,      1.0059
3604,     14.0742,      1.0039
3605,     14.0781,      1.0057
3606,     14.0820,      1.0020
3607,     14.0859,      1.0015
3608,     14.0898,      0.9979
3609,     14.0938,      0.9957
3610,     14.0977,      0.9934
3611,     14.1016,      0.9945
3612,     14.1055,      0.9978
3613,     14.1094,      0.9968
3614,     14.1133,      0.9853
3615,     14.1172,      0.9801
3616,     14.1211,      0.9814
3617,     14.1250,      0.9835
3618,     14.1289,      0.9796
3619,     14.1328,      0.9736
3620,     14.1367,      0.9624
3621,     14.1406,      0.9653
3622,     14.1445,      0.9654
3623,     14.1484,      0.9608
3624,     14.1523,      0.9650
3625,     14.1562,      0.9645
3626,     14.1602,      0.9569
3627,     14.1641,      0.9519
3628,     14.1680,      0.9563
3629,     14.1719,      0.9555
3630,     14.1758,      0.9371
3631,     14.1797,      0.9213
3632,     14.1836,      0.9232
3633,     14.1875,      0.9283
3634,     14.1914,      0.9293
3635,     14.1953,      0.9322
3636,     14.1992,      0.9353
3637,     14.2031,      0.9297
3638,     14.2070,      0.9379
3639,     14.2109,      0.9331
3640,     14.2148,      0.9353
3641,     14.2188,      0.9300
3642,     14.2227,      0.9395
3643,     14.2266,      0.9485
3644,     14.2305,      0.9507
3645,     14.2344,      0.9538
3646,     14.2383,      0.9609
3647,     14.2422,      0.9598
3648,     14.2461,      0.9694
3649,     14.2500,      0.9689
3650,     14.2539,      0.9631
3651,     14.2578,      0.9713
3652,     14.2617,      0.9774
3653,     14.2656,      0.9800
3654,     14.2695,      0.9878
3655,     14.2734,      0.9815
3656,     14.2773,      0.9783
3657,     14.2812,      0.9862
3658,     14.2852,      0.9990
3659,     14.2891,      1.0049
3660,     14.2930,      1.0081
3661,     14.2969,      1.0201
3662,     14.3008,      1.0186
3663,     14.3047,      1.0204
3664,     14.3086,      1.0196
3665,     14.3125,      1.0139
3666,     14.3164,      1.0109
3667,     14.3203,      1.0110
3668,     14.3242,      0.9925
3669,     14.3281,      0.9985
3670,     14.3320,      0.9920
3671,     14.3359,      0.9992
3672,     14.3398,      0.9946
3673,     14.3438,      1.0022
3674,     14.3477,      1.0021
3675,     14.3516,      1.0037
3676,     14.3555,      1.0041
3677,     14.3594,      0.9943
3678,     14.3633,      0.9979
3679,     14.3672,      0.9963
3680,     14.3711,      0.9974
3681,     14.3750,      0.9989
3682,     14.3789,      1.0026
3683,     14.3828,      1.0042
3684,     14.3867,      0.9966
3685,     14.3906,      0.9964
3686,     14.3945,      0.9869
3687,     14.3984,      0.9825
3688,     14.4023,      0.9883
3689,     14.4062,      0.9895
3690,     14.4102,      1.0001
3691,     14.4141,      1.0011
3692,     14.4180,      0.9945
3693,     14.4219,      1.0048
3694,     14.4258,      1.0126
3695,     14.4297,      1.0121
3696,     14.4336,      1.0154
3697,     14.4375,      1.0102
3698,     14.4414,      1.0112
3699,     14.4453,      1.0127
3700,     14.4492,      1.0108
3701,     14.4531,      1.0124
3702,     14.4570,      1.0052
3703,     14.4609,      0.9935
3704,     14.4648,      0.9913
3705,     14.4688,      0.9777
3706,     14.4727,      0.9817
3707,     14.4766,      0.9686
3708,     14.4805,      0.9655
3709,     14.4844,      0.9723
3710,     14.4883,      0.9695
3711,     14.4922,      0.9683
3712,     14.4961,      0.9636
3713,     14.5000,      0.9702
3714,     14.5039,      0.9806
3715,     14.5078,      0.9718
3716,     14.5117,      0.9797
3717,     14.5156,      0.9739
3718,     14.5195,      0.9760
3719,     14.5234,      0.9680
3720,     14.5273,      0.9691
3721,     14.5312,      0.9676
3722,     14.5352,      0.9710
3723,     14.5391,      0.9719
3724,     14.5430,      0.9790
3725,     14.5469,      0.9933
3726,     14.5508,      0.9997
3727,     14.5547,      1.0035
3728,     14.5586,      1.0048
3729,     14.5625,      1.0117
3730,     14.5664,      1.0122
3731,     14.5703,      1.0072
3732,     14.5742,      1.0051
3733,     14.5781,      0.9973
3734,     14.5820,      0.9906
3735,     14.5859,      0.9889
3736,     14.5898,      0.9828
3737,     14.5938,      0.9713
3738,     14.5977,      0.9632
3739,     14.6016,      0.9600
3740,     14.6055,      0.9575
3741,     14.6094,      0.9592
3742,     14.6133,      0.9539
3743,     14.6172,      0.9558
3744,     14.6211,      0.9636
3745,     14.6250,      0.9659
3746,     14.6289,      0.9663
3747,     14.6328,      0.9805
3748,     14.6367,      0.9857
3749,     14.6406,      0.9927
3750,     14.6445,      0.9883
3751,     14.6484,      0.9874
3752,     14.6523,      0.9852
3753,     14.6562,      0.9851
3754,     14.6602,      0.9819
3755,     14.6641,      0.9838
3756,     14.6680,      0.9948
3757,     14.6719,      0.9960
3758,     14.6758,      0.9936
3759,     14.6797,      1.0026
3760,     14.6836,      0.9974
3761,     14.6875,      1.0016
3762,     14.6914,      0.9954
3763,     14.6953,      0.9854
3764,     14.6992,      0.9908
3765,     14.7031,      0.9920
3766,     14.7070,      0.9951
3767,     14.7109,      0.9845
3768,     14.7148,      0.9768
3769,     14.7188,      0.9750
3770,     14.7227,      0.9796
3771,     14.7266,      0.9803
3772,     14.7305,      0.9760
3773,     14.7344,      0.9735
3774,     14.7383,      0.9697
3775,     14.7422,      0.9666
3776,     14.7461,      0.9635
3777,     14.7500,      0.9534
3778,     14.7539,      0.9575
3779,     14.7578,      0.9542
3780,     14.7617,      0.9500
3781,     14.7656,      0.9567
3782,     14.7695,      0.9588
3783,     14.7734,      0.9636
3784,     14.7773,      0.9653
3785,     14.7812,      0.9680
3786,     14.7852,      0.9786
3787,     14.7891,      0.9803
3788,     14.7930,      0.9785
3789,     14.7969,      0.9878
3790,     14.8008,      0.9804
3791,     14.8047,      0.9720
3792,     14.8086,      0.9796
3793,     14.8125,      0.9912
3794,     14.8164,      1.0056
3795,     14.8203,      1.0029
3796,     14.8242,      0.9985
3797,     14.8281,      1.0072
3798,     14.8320,      0.9937
3799,     14.8359,      0.9716
3800,     14.8398,      0.9684
3801,     14.8438,      0.9732
3802,     14.8477,      0.9790
3803,     14.8516,      0.9850
3804,     14.8555,      0.9818
3805,     14.8594,      0.9798
3806,     14.8633,      0.9912
3807,     14.8672,      0.9879
3808,     14.8711,      0.9939
3809,     14.8750,      0.9905
3810,     14.8789,      0.9940
